created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-23 02:49:01+00:00,"RT @Rectitude20: Dear CDC,

Why do you receive💰from💉sales? 

Does the FDA receive💰from food sales?
Does the NHTSA receive💰from car sales?
D…",REALITYofJNJ,Earth,"susp @JNTNews w/ 1,500 followers Mar 2012 to Mar 2018. #censored #vaxx #vaccine #levaquin #risperdal #xarelto #siteHacked #coronavirus #COVID19 #biowar #pharma",520,508,19183,False,"Dear CDC,

Why do you receive💰from💉sales? 

Does the FDA receive💰from food sales?
Does the NHTSA receive💰from car sales?
Does the EPA receive💰from pesticide sales?
Does the FTC receive💰from the businesses it oversees?

So why all the $ for💉?🤷🏻‍♀️

Sincerely,
Rectitude20"
2020-01-23 02:49:13+00:00,RT @VCAthletics: Spring semester has started and parking fees will be enforced. If you are attending a VC Athletics home event during the w…,VCWalk17,"Ventura, CA","Interim Athletic Director @VCAthletics, Former Head Baseball Coach @vcpiratebsbl, Husband, Father of 2 👧 diehard @redsox fan",775,794,4286,False,Spring semester has started and parking fees will be enforced. If you are attending a VC Athletics home event during the week you can park for free in the green (CDC) lot. It’s $2 to park in the orange (West) lot https://t.co/cSHBhW9bFN
2020-01-23 02:49:30+00:00,RT @formlessChina: @Dystopia992 #Batsoup photos emerged online just past few days. Don’t fall for it. The true cause of the coronavirus and…,jesusisnotjesus,"Post Falls, ID",download @triller,229,905,2063,False,@Dystopia992 #Batsoup photos emerged online just past few days. Don’t fall for it. The true cause of the coronavirus and **exact** correlation with bat virus are still unknown. China CDC has been mystical ( as always ) in full disclosure of Coronavirus DNA sequencing to WHO. Why? @MischaEDM
2020-01-23 02:49:35+00:00,"RT @ABC: Washington Gov. Jay Inslee on first confirmed case of coronavirus reported in U.S.: ""The risk is low to residents of the state of…",YYCCarolyn,"Calgary, Alberta","Wife, mama, political junkie, french enthusiast, raised on John Hughes, thrilled to be from YYC and Canada🇨🇦",973,3743,14086,False,"Washington Gov. Jay Inslee on first confirmed case of coronavirus reported in U.S.: ""The risk is low to residents of the state of Washington.""

""This is certainly not a moment for panic or high anxiety. It is a moment for vigilance."" https://t.co/FsCRAdLtSR https://t.co/ba26z2KHIb"
2020-01-23 02:49:37+00:00,"@CDCgov How to protect others from #coronavirus by @CDCgov 
1. Stay at home while you are sick
2. Avoid close contact with others
3. Cover your mouth &amp; nose w/ tissue when cough/sneeze, then throw it &amp; wash your hands
4. Clean &amp; disinfect objects &amp; surfaces

https://t.co/G05kOWxQDi",jsamodra,"Medford, MA",International Organization & Security Studies @FletcherSchool | International Relations @HIUGM | Diplomat | Views are my own & RT is not an endorsement,1258,972,50552,False,NaN
2020-01-23 02:49:42+00:00,"RT @CDCgov: Pregnant women who get vaccinated pass antibodies to their babies. That means when you get vaccines during pregnancy, you aren’…",devinovita1506,"West Java, Indonesia",Medical student,147,56,1222,False,"Pregnant women who get vaccinated pass antibodies to their babies. That means when you get vaccines during pregnancy, you aren’t just protecting yourself—you are giving your baby some early protection too. See what CDC recommends: https://t.co/1Pz8JXZyve. #Best4YouBest4Baby https://t.co/7Hx5o58LGj"
2020-01-23 02:49:44+00:00,RT @TcatMPS: Y’all remember when that black doctor that worked for the CDC whistleblew that the flu shot was the actual cause of influenza…,Febrezethathoe,Inglewood 💜💛💜,Rare.———————————————————————IG: zen_namaste | SC: zenrayn,378,290,23052,False,Y’all remember when that black doctor that worked for the CDC whistleblew that the flu shot was the actual cause of influenza outbreak and then he mysteriously went missing and found his body months later in a river of an apparent “suicide by drowning” 🤔🤔🤔 https://t.co/5a3JpVl8HG
2020-01-23 02:49:52+00:00,RT @SenatorDurbin: Reports of the coronavirus making its way from China to the United States are concerning. I’m glad @CDCgov will be scree…,concon721,,"#FollowBackHongKong
Disney🏰‖Food😋‖Music🎵
I won't be silenced
You can't keep me quiet
Won't tremble when you try it
All I know is I won't go speechless",4343,2203,9741,False,"Reports of the coronavirus making its way from China to the United States are concerning. I’m glad @CDCgov will be screening passengers at O’Hare for symptoms of this virus &amp; I will continue to monitor this situation as it develops.
https://t.co/Ua2ggvsMqZ"
2020-01-23 02:50:03+00:00,RT @med1cinewoman: I don't think anybody requested one specific study. Still waiting to see the multiple studies on the combined CDC vaccin…,daynster,,Woke Momma #vaxwoke #vaxxed #whenknowmeansno,745,228,2620,False,"I don't think anybody requested one specific study. Still waiting to see the multiple studies on the combined CDC vaccine schedule? So far only ridicule and mental flatulence.
The problem is pro-vaxxers haven't read the real science. https://t.co/vQbgzIO7DQ"
2020-01-23 02:50:26+00:00,RT @angrybIackwoman: Remember when the CDC found that the MMR vaccine increased the risk of autism in black boys by 236% then hid the data?,mariahkrasny,,,286,351,15299,False,Remember when the CDC found that the MMR vaccine increased the risk of autism in black boys by 236% then hid the data?
