created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-22 23:51:55+00:00,"RT @CDCFlu: It’s too early to know if #fluseason has peaked, but as long as flu is still spreading in your area, a #flu vaccine is the best…",bburden326,,,9,156,514,False,"It’s too early to know if #fluseason has peaked, but as long as flu is still spreading in your area, a #flu vaccine is the best way to reduce your risk of flu. 

If you do get sick with flu, #antivirals can treat flu and prevent serious complications:  https://t.co/55keP4uBmN https://t.co/3OHWJi5bZP"
2020-01-22 23:51:57+00:00,"RT @Karl_Was_Right: Up to 17,000 people in the US have already died from the flu since November. But no of course you’re not fear mongering…",ChairmanFionn,"Dublin City, Ireland","Fionn, 23, Ireland, Gaelgóir, interested in history, politics and video games. @ConnollyYM",105,446,1284,False,"Up to 17,000 people in the US have already died from the flu since November. But no of course you’re not fear mongering with another excuse to attack the Chinese government with baseless sources https://t.co/Og4rfB8mA3 https://t.co/8oVJAVpSAF"
2020-01-22 23:52:02+00:00,RT @JenniferMarguli: It’s interesting how the same numbers mean different things. When 800 children have devastating vaccine reactions that…,sheabop,"Ohio, USA",Sufficient grip strength most of the time.,189,207,1369,False,It’s interesting how the same numbers mean different things. When 800 children have devastating vaccine reactions that is “rare.” When 800 people die of SARS it’s a global pandemic. What if all humans mattered? https://t.co/KXDbaDIBmw
2020-01-22 23:52:13+00:00,RT @USPHSPharmacy: #Flu activity is widespread in the U.S. Learn the difference in symptoms of the flu versus the symptoms of a cold. https…,LulusLab,,• druggist • swim coach • adventuress • 💛👨🏻‍✈️ • she/her,232,289,3825,False,#Flu activity is widespread in the U.S. Learn the difference in symptoms of the flu versus the symptoms of a cold. https://t.co/UtHmlOISmW - yw
2020-01-22 23:52:14+00:00,"RT @NBCNews: On Tuesday, the first case of the disease was confirmed in the US, a man in his 30s in Washington state, by the CDC.

The man…",Kulltt,,"Tekken Streamer/coach/content creator 
Fighting game enthusiast & music fiend
#Tekken #Fgc #Popculture #Tech #dogs
For business inquires: TekkenKull@gmail.com",530,2607,13979,False,"On Tuesday, the first case of the disease was confirmed in the US, a man in his 30s in Washington state, by the CDC.

The man became ill after visiting Wuhan. He is said to be in good condition, in isolation at a hospital in Everett, Wash. (5/6)"
2020-01-22 23:52:26+00:00,"RT @NBCNews: On Tuesday, the first case of the disease was confirmed in the US, a man in his 30s in Washington state, by the CDC.

The man…",MurfAD,Canada,"Retired Elder Geek, St. John's, Newfoundland and Labrador. RTs may be result of shock or awe but ≠ endorsements.",5343,5951,391432,False,"On Tuesday, the first case of the disease was confirmed in the US, a man in his 30s in Washington state, by the CDC.

The man became ill after visiting Wuhan. He is said to be in good condition, in isolation at a hospital in Everett, Wash. (5/6)"
2020-01-22 23:52:34+00:00,"RT @CDCgov: Do you have heart disease? For your list of resolutions this #NewYear, add protecting yourself against serious vaccine-preventa…",tedwlsn31,"Denver, CO",I'm interested in wellness and healthy living!  I enjoy discussing with people about the many different ways they can live healthier lives.,378,23,35422,False,"Do you have heart disease? For your list of resolutions this #NewYear, add protecting yourself against serious vaccine-preventable diseases.

Check out this tool to see which vaccines to discuss with your healthcare professional at your next visit: https://t.co/sGiz6wDpAn. https://t.co/UT3YyBq8vB"
2020-01-22 23:52:38+00:00,RT @YoungEscobar_: Rolled a lizzo sparked it n did the Sada dance,CDC_Plays,"Newport, KY","Gamer🎮 Dad👨‍👦👩‍👦‍👦 Nerd🦸‍♂️ Geek🪐 Streamer🎥 @kaitmicaelah is bae💚

(thoughts and opinions are solely mine)

   Biz Inquiries - cdcplaysttv@gmail.com",322,283,21117,False,Rolled a lizzo sparked it n did the Sada dance
2020-01-22 23:52:41+00:00,RT @angrybIackwoman: Remember when the CDC found that the MMR vaccine increased the risk of autism in black boys by 236% then hid the data?,The_Psi_Lord,"Chicago, IL","Father, Psychic Warfare Operator, Hunter Of Judas evil walk-in satanist Maps, Freemasons and other vermin 33* Anti-Illuminati under The First Psi-Lord Tim Rifat",1378,2282,138219,False,Remember when the CDC found that the MMR vaccine increased the risk of autism in black boys by 236% then hid the data?
2020-01-22 23:52:49+00:00,"Check out the CDC’s newest twitter account! Follow @CDC_DRH for important information related to reproductive, maternal and infant health. https://t.co/g6xEpbOTlq",HHSRegion7,"Kansas City, Missouri","Region VII serves Iowa, Kansas, Missouri, and Nebraska.",2519,715,12394,True,NaN
2020-01-22 23:53:09+00:00,"RT @Kewsclues: @RealCandaceO CDC whistleblower, William Thompson said the cdc was hiding information that the mmr was causing autism in bla…",1n2by2023,,TXmom2childW/#Vaxxed #Encephalopathy #BigPharma /Medical/Special interest Groups&CorruptGov call it autism. #DrainTheSwamp! MakeAmericaHealthyAgain!,1995,1522,67060,False,"@RealCandaceO CDC whistleblower, William Thompson said the cdc was hiding information that the mmr was causing autism in black babies. Speak the truth about vaccines. See #vaxxed! You’re the best debater I know! https://t.co/dDuPSnD2Sq Posey has all the documents. Also see @RobertKennedyJr"
2020-01-22 23:53:09+00:00,CDC Confirms First U.S. Case of Deadly China Virus https://t.co/9wzceMCrWq,hturtfor,,,2391,2439,100335,False,NaN
2020-01-22 23:53:09+00:00,"RT @CryptoWhale: BREAKING: Wuhan, China halts all travel in and out of the city after Corona Disease kills 17, and has infected over 600+ p…",aganakata,Get Paid to Search 💯legit👍,"█▀░█▀█░█░░█░░█▀█░█░█░█
█▀░█▄█░█▄░█▄░█▄█░█▄█▄█ 
  ▓▒░F░O░L░L░O░W░░M░E░▒▓ 

I'm not robot @twitter 🕊
🙏please don't suspend my account👀 #HADESGANG",632,2096,7558,False,"BREAKING: Wuhan, China halts all travel in and out of the city after Corona Disease kills 17, and has infected over 600+ people worldwide.

Scientists at the CDC are saying that over 10,000+ people could have been exposed to the deadly virus.

#CoronaVirus #Corona #VirusChina https://t.co/CSgJAoLNJF"
2020-01-22 23:53:22+00:00,"RT @ANC_Scotland: We #DefendClara, we #DefendOurProfessor. Stand up for Clara, Scots! @ClaraPonsati @AamerAnwar @assemblea_int @CDC_Glasgow…",catalajoanam,"Barcelona, España",Soy profundamente Curiosa.... Mi Universidad UB... Pedagoga... Alfabetizar ...,1391,2960,143185,False,"We #DefendClara, we #DefendOurProfessor. Stand up for Clara, Scots! @ClaraPonsati @AamerAnwar @assemblea_int @CDC_Glasgow @CdcEdinburgh https://t.co/fK1C30E7da"
2020-01-22 23:53:25+00:00,"With #coronavirus looming, ⬇️ @CDCemergency webinar on partnering to share life-saving info w/hard to reach populations is timely. #preparedness #Communication #publichealth 
https://t.co/tAT7GN1bTc https://t.co/hNNHO07TyY",susan_schmitz,"Los Angeles, CA",,71,143,1231,False,NaN
2020-01-22 23:53:34+00:00,"While I'm putting out APBs, @Gerjon_ @AirAssets @air_intel @is_keelu @stedur93 @planesonthenet ...

If y'all spot any WHO, CDC, NIH, HHS or any other plane spots of a relevant medically important nature, can you tag me please?",vcdgf555,,"All things military/current events. #OSINT Likes =/= endorse/agree with. Post cool planes/ships/news.
ADS-B. MMSI. 

""Sharp-eyed aviation buff"" - Brian Williams",5035,356,11298,False,NaN
2020-01-22 23:53:36+00:00,RT @CDCgov: Check out CDC’s new infographics about how #AntibioticResistance can spread across settings. It is a #OneHealth problem &amp; can a…,IntegrityTeam1,"Houston, TX","501(c)(3) Nonprofit Public Charity. Together we can change the lives of the abused, battered, homeless, hungry, ill and less fortunate.",19253,7,61144,False,"Check out CDC’s new infographics about how #AntibioticResistance can spread across settings. It is a #OneHealth problem &amp; can affect our progress in health care, food production, &amp; life expectancy. Learn more: https://t.co/2mxzQiMrr0. https://t.co/4WyLvd9XrT"
2020-01-22 23:53:40+00:00,RT @ABC7: #BREAKING CORONAVIRUS UPDATE: Chinese city of Wuhan shuts down all outbound flights and trains after virus kills 17. No one will…,_BrittanyMun,"Cerritos, CA",This account is devoted to roast my cousin vincent.,28,292,3665,False,#BREAKING CORONAVIRUS UPDATE: Chinese city of Wuhan shuts down all outbound flights and trains after virus kills 17. No one will be allowed to leave the city after 10 a.m. local time. https://t.co/4oh20UJJQS
2020-01-22 23:53:43+00:00,Call the CDC!  TDS has become an epidemic. https://t.co/e0IS7gwaJt,andymartinnc,,MAGA,1143,1674,18345,False,NaN
2020-01-22 23:53:47+00:00,"RT @ScienceAlert: Here Are The Symptoms of The Wuhan Coronavirus, According to a New CDC Warning  https://t.co/ZMlBZTkJcq",skinnyondinie,Malaysia,Beauty & Dillan Enthusiast.,20040,1976,65194,False,"Here Are The Symptoms of The Wuhan Coronavirus, According to a New CDC Warning  https://t.co/ZMlBZTkJcq"
2020-01-22 23:53:57+00:00,"RT @ScienceAlert: Here Are The Symptoms of The Wuhan Coronavirus, According to a New CDC Warning  https://t.co/ZMlBZTkJcq",Zugzwangame,,#YangGang2020,91,523,11326,False,"Here Are The Symptoms of The Wuhan Coronavirus, According to a New CDC Warning  https://t.co/ZMlBZTkJcq"
2020-01-22 23:54:04+00:00,"@Santamoniker Welcome. Just... stay tuned to WHO, CDC, and me. 😎 

Things to note: 
incubation is @ 2 wks
some US airports taking precautions, yr local news can advise",Cecalli_Helper,Global,"¡Te veo todavía besándote, Uruguayos! 

Symptomas de #CoronaVirus telefono 0800 1919 las 24 horas para consultarios

Trolls rapidly blocked, often reported.",12577,13783,262733,False,NaN
2020-01-22 23:54:10+00:00,"RT @TWeilein: @MarkDice Reason I know longer partake in FB, several occasions I attempted to prove their fact checkers wrong via CDC and ot…",Barbiemacs1,CA not Russia lol,President Trump supporter! #MAGA #LOVEMYPRESIDENT #WALKAWAY (my family of lifelong Democrats ((over 100+)) have walked away from the party of hate/violence),10035,11033,202587,False,"@MarkDice Reason I know longer partake in FB, several occasions I attempted to prove their fact checkers wrong via CDC and other studies that proved the basement dwelling dweeb fact checkers wrong...fact checkers they use are part of Time association.  Go figure🤔..and they refuse rebuttal"
2020-01-22 23:54:10+00:00,"RT @talialikeitis: Ahhh... the manufactured CORONAVIRUS is on its way. Patented in 2015, the CONvenience of it all once again. 

Reminding…",Tea_is_My_FAVE,,"Fitness, reenactor, military mom, married since 1982, passionate about clean, unaltered food, living pharma-free, and keeping our freedoms!",559,523,10606,False,"Ahhh... the manufactured CORONAVIRUS is on its way. Patented in 2015, the CONvenience of it all once again. 

Reminding you that as of 1/21/2020, the CDC website states it’s a common illness that most people will recover from. Wait for the fear campaigns to kick in... https://t.co/isf6LMc3m2"
2020-01-22 23:54:22+00:00,"4 Ebola Profit Stocks.
Now CoronaVirus Profit?

The same playbook as for Ebola, Zika and Nipah. 1/2

https://t.co/CgIo1wWRun

https://t.co/tcoZe1VlAw https://t.co/5fPwN1VETi",rahulsingh1966,India,Former journalist. Now Consultant.,1446,93,11053,False,NaN
2020-01-22 23:54:23+00:00,@RepMaryFranson @waynerohde @LindaMulvey4 Opioids are safe and effective!!! What’s not safe is taking chronic pain patients community off of fda approved pain medications forcing to the black market Illicit Fentanyl fueled counterfeit pain pills to overdose and die! The CDC/DEA NEEDS TO GET OUT OF OUR DRS OFFICES NOW!!!!,JohnnyApplCreed,,I’m just your average American trying very hard to make it in this cruel world. I do all I can and what I can to put a smile on someone’s face and to keep mine.,338,640,9742,False,NaN
2020-01-22 23:54:25+00:00,RT @CBS12: Washington State Secretary of Health John Wiesman is providing an update on the Coronavirus. The first case in the US was report…,Tomas3percenter,"Colorado, USA",M🇺🇸GA -Patriot #1A2A God Bless our VETS! NRA-Life-Mem ✝️#defundPP #Military #ΜΟΛΩΝΛΑΒΕ #OSU #BoycottNFL #KAG #Wall IFB,98302,97688,85304,False,Washington State Secretary of Health John Wiesman is providing an update on the Coronavirus. The first case in the US was reported by the CDC Tuesday.  https://t.co/Jeo6c3cfwo
2020-01-22 23:54:28+00:00,"RT @uniquedeehan1: China’s best import for America’s demise!
Passengers at 3 major US airports to be screened for deadly Chinese VIRUS — RT…",bfrasier1951,,,2981,2877,469656,False,"China’s best import for America’s demise!
Passengers at 3 major US airports to be screened for deadly Chinese VIRUS — RT USA News https://t.co/hjpIYPmfP3"
2020-01-22 23:54:36+00:00,"Still dont think #LiberalismIsAMentalDisorder? CDC needs to label it and start treating these People and the government needs to label them as Domestic Terrorists 

Police Say Man Stabbed His Pro-Trump Boss, Then Draped an American Flag Over Him https://t.co/v9CLvCc3dY",LastStand2019,,"“When you tear out a man's tongue, you are not proving him a liar, you're only telling the world that you fear what he might say.” -- George R.R. Martin #MAGA",11983,11776,71361,False,NaN
