created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-02-16 08:00:00+00:00,"Next week @EgmontInstitute:

#Political #implications of the #coronavirus by #svenbiscop

#Geoeconomics &amp; #EU by @TGehrke_ https://t.co/11rxZBipzs",EgmontInstitute,Brussels,EGMONT – Belgian Royal Institute for International Relations provides a platform for interdisciplinary research & debate on European & international affairs.,6684,1238,7140,False,NaN
2020-02-16 08:00:00+00:00,"They say six weeks of sustaining drygoods! Along with the ability to get by with out any provided services, possibly utilities,for an outbreak, quarantine for coronavirus!  Hopefully it doesnt happen here! But in my circumstance I'm good! Self reliant even if it takes some work🤗",Danbalkwill1,City that rhymes with fun ! Ca,"#Christian, #CCOT White , refuse to be ashamed to be either! if you are a delusional MSM believer do not follow! I seek #Truth,#GlobalistFreeZone! #noliberals",6137,6586,79568,False,NaN
2020-02-16 08:00:00+00:00,80-year-old Chinese man died in France after contracting the new coronavirus.... #France #CoronavirusFrance  #Coronavirus #Wuhan #China #COVID #CoronavirusOutbreak #COVID19 https://t.co/wyGlr2SMtw,TPE_connect,online,"The Pigeon Express - Public connection account of the @PigeonExpress_

|| News Feed Loop",832,111,43930,False,NaN
2020-02-16 08:00:00+00:00,"RT @BLACKPINKSTATS5: As of 02/15, Kpop Girl Group's album copies in China.

68,535 copies mainly came from non-shipped back funds, without…",vocaIaIisa,,blackpink first everything else second,49,61,5335,False,"As of 02/15, Kpop Girl Group's album copies in China.

68,535 copies mainly came from non-shipped back funds, without group pre-orders yet, no official cb announcement or teasers. 🔥

#KillThisLove #BestMusicVideo #iHeartAwards @ygofficialblink https://t.co/6p4DdQrBeo"
2020-02-16 08:00:00+00:00,"The outbreak of #coronavirus in #China is also bad news for the #Indian #economy, just like the rest of the #world: https://t.co/fUZPWCMlLg #tourism https://t.co/h9LdmlRbnk",OutlookBusiness,,#Enterprise #Strategy #Investing #TheGoodLife #WOW2019 #LeadingEdge2019,4960,8,12510,False,NaN
2020-02-16 08:00:00+00:00,Continuing questions about the new virus are complicating health authorities’ efforts to curtail its spread around the world. https://t.co/KPLqOzuzP4,wbrewyou,Northeast PA,"Eyewitness News WBRE/WYOU. Northeastern & Central Pennsylvania's News Leader. ReTweets are not endorsements.
Eyewitness to news? Email: newsdesk@pahomepage.com",53272,547,59102,True,NaN
2020-02-16 08:00:00+00:00,Join us in a special webinar on 17 Feb as we share our views and answer questions on the capacity of health systems in Asia to manage infectious disease outbreak crises https://t.co/495tiVOCvo #COVID2019 #coronavirus,TheEIU,"London, New York, Hong Kong","We are the research and analysis division of The Economist Group and the world leader in global business intelligence. 

Follow our analysts: https://t.co/lS4PCaKIKl",106458,691,43031,True,NaN
2020-02-16 08:00:00+00:00,"Robinson lives and works less than 1,000 miles from Wuhan, the epicenter of the coronavirus outbreak. Now, it’s just a waiting game. https://t.co/u6PMku2XiW",WLOS_13,"Asheville, NC",News 13 WNC’s News Leader serving Asheville Hendersonville Rutherfordton Waynesville Weaverville Brevard and all points in between Also at http://t.co/R0aUejdN,77703,725,227077,True,NaN
2020-02-16 08:00:00+00:00,Join us in a special webinar on 17 Feb as we share our views and answer questions on the capacity of health systems in Asia to manage infectious disease outbreak crises https://t.co/oIsfo9Q0iE #COVID2019 #coronavirus,EIUPerspectives,London,Sharing forward-looking perspectives from the editorial team of The Economist Intelligence Unit (EIU)'s Thought Leadership division.,18620,904,7513,True,NaN
2020-02-16 08:00:00+00:00,"Update: How MSF is responding to the coronavirus outbreak in Hubei province, China 🇨🇳

📌Specialized medical protective equipment 

📌Health education for the vulnerable

📌Community engagement

Read: https://t.co/NKUikAlNOK https://t.co/I2eCkJmM3Q",MSF_southafrica,"Johannesburg, South Africa","International humanitarian organisation providing medical aid to people whose survival is threatened by conflict, epidemics, natural and man-made disasters.",25149,2153,13350,True,NaN
2020-02-16 08:00:00+00:00,Nearly 5000 people around #China participated in a documentary project where they filmed their experience in one day during the #CoronavirusOutbreak. This documentary highlights ordinary people’s perspectives and is expected to be released in March. https://t.co/ZrbyI0PPeu https://t.co/038DRU1fyI,thepapercn,"Shanghai, China","Official Twitter account of The Paper (Pengpai News 澎湃新闻), one of #China's leading digital media outlets. Also on Instagram, Facebook, and Youtube!",5867,157,5163,True,NaN
2020-02-16 08:00:00+00:00,"This “medical worker” needs no protection: A Wuhan hospital uses robot machine to deliver food and medicine to patients’ door, which prevents cross-infection by human contact. https://t.co/T7uLe9bITG",Echinanews,Beijing,"ECNS.cn, the English portal of China News Service, a window into news about China. #ChinaTravel #ChinaStory #ChinaTech #ChinaBiz #ChinaCulture #panda",630999,257,48453,True,NaN
2020-02-16 08:00:00+00:00,"32 recovered #COVID19 patients have donated 10,650 ml of plasma by Sat, said China National Biotec Group, a state-owned biological products maker. The company announced on Fri that it has developed convalescent plasma to treat patients with novel coronavirus pneumonia. https://t.co/xrXU8DnFO6",PDChina,"Beijing, China",The largest newspaper in China,7117268,4580,83460,True,NaN
2020-02-16 08:00:00+00:00,"UPDATE: According to the Japanese health authorities, 3 Israelis who were on Diamond Princess cruise ship have contracted #coronavirus. They will be moved to a hospital in Japan.

https://t.co/flrvN5AsKC",StandWithUs,,Education is the road to peace! We’re fighting #Antisemitism and supporting Israel around the word. Learn more about #Israel at https://t.co/dGoDbOYTnD,100836,578,61571,True,NaN
2020-02-16 08:00:00+00:00,Join us in a special webinar on 17 Feb as we share our views and answer questions on the capacity of health systems in Asia to manage infectious disease outbreak crises https://t.co/NENLLkzj6R #COVID2019 #coronavirus,TheEIU_Health,London,Official Twitter account of the Economist Intelligence Unit's healthcare team.,2838,176,2729,True,NaN
2020-02-16 08:00:00+00:00,"@OlaseniOladejo Go to China. 

Me I like 9ja oooo.
But don't bring Convid-19 here. 
🤣🤣🤣🤣",kaykesar,"Lagos, Nigeria","Manchester United Fans. let's gather here. 
Follow me ___ I follow back.

Ask me Anything about Football.",36,336,467,False,NaN
2020-02-16 08:00:01+00:00,North Korean leader Kim Jong Un made his first public appearance in 22 days amid an outbreak of #coronavirus  https://t.co/nPn8p5gSEa,arabnewspk,,The official Twitter account of @ArabNews Pakistan.,19505,39,19127,True,NaN
2020-02-16 08:00:01+00:00,"China Quarantines Cash to Sanitize Old Bank Notes From Virus

https://t.co/LshZfxjAJX",bitcoinschweiz,"Zurich, Switzerland",Bitcoin,3369,3255,5308,False,NaN
2020-02-16 08:00:01+00:00,"RT @callumtwalker: What do you mean ""Finally""?",sirunonj_,5SH • BNB,𝖎𝖈𝖞 — 𝐚𝐫𝐢𝐞𝐬 | @iamrjperkins,543,671,15660,False,"What do you mean ""Finally""? https://t.co/YFsZ7oOaLl"
2020-02-16 08:00:01+00:00,"Top story: To Tame Coronavirus, Mao-Style Social Control Blankets China https://t.co/HMhNFCRtUu, see more https://t.co/pnLeaFC8aN",globalize_word,only objective facts,#news analysis,3309,3443,18987,False,NaN
2020-02-16 08:00:01+00:00,"RT @callumtwalker: What do you mean ""Finally""?",theywereroomate,🏳️‍🌈 ,"🇩🇿 +213,",777,535,56752,False,"What do you mean ""Finally""? https://t.co/YFsZ7oOaLl"
2020-02-16 08:00:01+00:00,"RT @CarlZha: For the real on the ground situation of #coronavirus lockdown in #Wuhan, the epicenter of #COVID19, see 👇🏼https://t.co/uiJZ6Qf…",sabengel4,"hi, nice to meet u",treibe es bitte zu bunt!(PP),1993,3581,175243,False,"For the real on the ground situation of #coronavirus lockdown in #Wuhan, the epicenter of #COVID19, see 👇🏼https://t.co/uiJZ6Qf4cq"
2020-02-16 08:00:01+00:00,Chinese leader reportedly aware of coronavirus earlier than thought - New York Post #news #popular https://t.co/YFixTmXBhH,THEWEBLIST,the cloud,The aggregator of popular links from around the web.,88,2,9805,False,NaN
2020-02-16 08:00:01+00:00,"@luncheonham Throw a cup of water in a plate. Check for drops around. Amount and distance. You can use math to find the real numbers of dead in China, by looking at confirmed infections abroad, beyond CCP's control. Those numbers won't lie, just like Spain didn't lie in 1918.",west4east,Spain,Roma antigua. Narrado como una novela. 753 BC - 476 AD,2163,1123,15888,False,NaN
