created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-23 00:30:10+00:00,"RT @delightfulMen: @ezracheungtoto Look, how they transfer #koronavirus patient in China.. https://t.co/QgkOTMmNSX",bushiemochiboas,,Simple,2728,3199,145548,False,"@ezracheungtoto Look, how they transfer #koronavirus patient in China.. https://t.co/QgkOTMmNSX"
2020-01-23 00:52:14+00:00,@DudeDudeologist @ThatShaneB @March_for_Life The fact sheet I cited is from the National Right to Life - a strictly “pro-life” organization. The sheet contains data from both Guttmacher Institute and the CDC. I ran percentages from Guttmacher’s numbers for two reasons:,Jonatha43241211,"North Carolina, USA","Husband, Father, Educator | Ethics and Applied Philosophy, #UNCC | Ed. Asst., Global Studies Encyclopedic Dictionary (Rodopi)",65,162,843,False,NaN
2020-01-23 00:52:19+00:00,"RT @sallyKP: This is a man-made, patented virus with a vaccine in the works. Fear sells.

Here’s the link to the patent: 
https://t.co/BEux…",TroyBarthalow,"Ohio, USA",#Oneofakind....,64,411,440,False,"This is a man-made, patented virus with a vaccine in the works. Fear sells.

Here’s the link to the patent: 
https://t.co/BEuxnNeo1v

U.S. confirms first case of deadly #coronavirus, CDC to add entry health screening at ATL airport https://t.co/nFKOetjD8J"
2020-01-23 00:52:19+00:00,"RT @cnni: The United States has its first confirmed case of a new virus that appeared in Wuhan, China, last month, the US Centers for Disea…",mu_publichealth,"Erie, PA",Welcome to the Mercyhurst University Public Health’s twitter page!!,38,155,18,False,"The United States has its first confirmed case of a new virus that appeared in Wuhan, China, last month, the US Centers for Disease Control and Prevention announced. The virus has already sickened hundreds and killed six people in Asia. https://t.co/YLUTSOJwaG"
2020-01-23 00:52:23+00:00,"RT @DHSgov: DHS, @CBP and @DHScwmd are facilitating @CDC enhanced health screenings at select U.S. airports. This is a proactive, preventiv…",EddieS6370,"Florida, USA","husband, father, pro life, soccer lover, conservative, catholic practitioner, life is a God graces, born in Rio, independent, speak Portuguese and Spanish #MAGA",12440,9195,59567,False,"DHS, @CBP and @DHScwmd are facilitating @CDC enhanced health screenings at select U.S. airports. This is a proactive, preventive precaution to minimize the spread of the novel #coronavirus from Wuhan, China. (1/3) https://t.co/EbkG6OjyGr"
2020-01-23 00:52:23+00:00,RT @GomerBlog: CDC announces that 100% of the world’s population will be over 65 by 2050. - https://t.co/xLwbWXuE6W,HeartofTARDIS,🌎  Who knows~,Nurse~ Unicorn~ Chromosome Gen-X²er~ Science ~ Dance ~ Art ~ Music~ #DoctorWho fan~ #TARDIS connoisseur~ Soul of the @__TARDIS__ Private person who helps others,1665,329,154298,False,CDC announces that 100% of the world’s population will be over 65 by 2050. - https://t.co/xLwbWXuE6W
2020-01-23 00:52:25+00:00,"RT @Monaheart1229: CDC Situation update on the 2019 Novel coronavirus that is absolutely NOT 'totally under control' :
#WednesdayWisdom 
ht…",pattirod55,USA,"Wife & mother I love my family enjoying life & music
Kentucky sassy girl ✡
For the love of my Country's future
My rights on Political issues
#DEMOCRACY #RESIST",2123,2443,74262,False,"CDC Situation update on the 2019 Novel coronavirus that is absolutely NOT 'totally under control' :
#WednesdayWisdom 
https://t.co/ScexqQ6K7A"
2020-01-23 00:52:26+00:00,@AnonsSynonymous @JackPosobiec CDC cannot be trusted anymore been that way for a while now.,TinfoilTricorn,"Valley Forge, PA","News & commentary, liberty for tech, informed consent and the arms of the modern era, a recognized source of news and fun. retweets are not endorsements.",3277,4664,69967,False,NaN
2020-01-23 00:52:31+00:00,RT @CDCgov: The first human infection with new #coronavirus (#2019-nCoV) has been reported in the US in a person who recently traveled to W…,Johnxu177182841,NYC USA,Follow me.,417,1272,4891,False,"The first human infection with new #coronavirus (#2019-nCoV) has been reported in the US in a person who recently traveled to Wuhan, China. Additional cases in travelers have been reported in Thailand, Japan, and The Republic of Korea. https://t.co/bbH7gGPuyh https://t.co/cGvFc4DYDZ"
2020-01-23 00:52:35+00:00,RT @CASAAmedia: TRUTH IN POLICY MAKING: Flavor bans are based on claim that flavors are the driving factor for teen experimentation. CDC da…,AxtoxthexO,Canada,"Just a tenant being evicted after 5 days of smoke and carbon monoxide from WOODWORK's wood-fire vent. – 'do what ya gotta do.' – Contractor, PRO.",651,4995,16012,False,"TRUTH IN POLICY MAKING: Flavor bans are based on claim that flavors are the driving factor for teen experimentation. CDC data clearly shows this is not true. Notably, teen vaping was down in 2016, but ""curiosity"" spiked between 2017-2019 with media coverage of ANTZ ""moral panic."" https://t.co/VfYUDRwy9c"
