created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-02-07 21:30:00+00:00,"[VIDEO] Investor Signposts: CommSec Senior Economist Ryan Felsman previews the economic &amp; financial market events scheduled for the week ahead including the NAB business survey, Lending indicators &amp; China Inflation.
https://t.co/DaFCu04pyn #ausbiz #ausecon",CommSec,Australia,Keep up to date with the latest news and information on investment markets from Australia's leading online broker. Support can be reached at @CommSecSupport,35661,721,112586,True,NaN
2020-02-07 21:30:00+00:00,"There has been a sharp rise in the number of coronavirus cases on a cruise ship docked off Japan carrying around 3,700 people. Another cruise ship with 3,600 people on board is also stranded in Hong Kong https://t.co/xQdBDpQ5Yr https://t.co/ypYf0JYaRp",Reuters,Around the world,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",21695218,1114,513357,True,NaN
2020-02-07 21:30:00+00:00,Tally of people infected with #coronavirus on #DiamondPrincess cruise ship moored in the port of #Yokohama rose to 61 https://t.co/8fdHKRIplu,RT_com,,"RT, the global news network, broadcasts from Moscow, London, Paris and Washington studios to over 100 countries.",3075549,641,341306,True,NaN
2020-02-07 21:30:00+00:00,"Pompeo says US allots up to $100mln in aid for China, other states to combat #coronavirus

@SecPompeo https://t.co/TgqgwJgCJP",SputnikInt,,"Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.",319160,288,89217,True,NaN
2020-02-07 21:30:00+00:00,"Coronavirus reminds us: Border security is national security

The latest from IRLI's staff counsel, Lew Olowski 

https://t.co/yaRMCNNUqw

via @NYDailyNews",IRLILaw,"Washington, DC",IRLI exists to defend the rights of individual Americans and their local communities from the harms and challenges posed by mass migration to the United States.,9583,752,10635,False,NaN
2020-02-07 21:30:00+00:00,"China probes coronavirus alarm doctor death, cruise ships shunned https://t.co/ji9MsJe0AF",fox5dc,Washington DC,"We cover breaking news in Washington #DC, Maryland & Virginia. NEWS TIPS: 202-895-3000 or fox5tips@foxtv.com. Online: https://t.co/kxTWevUZu9. Facebook: FOX 5 DC",299185,5951,280061,True,NaN
2020-02-07 21:30:00+00:00,"Indian scientist in Australia helps grow first batch of #coronavirus for preclinical studies

https://t.co/Gz26oCqUEr https://t.co/CsxKkCK65q",htTweets,India,"One of India's largest media companies. Latest news from around the world. Retweets are not endorsements

Telegram: https://t.co/oRjuzAvYUY",7286248,127,690638,True,NaN
2020-02-07 21:30:00+00:00,"#China needs to show the appeal of its ideas and establish deep mutual understanding with the world.

#PublicDiplomacy #RaisinaEdit https://t.co/eTzjrjTtbk",orfonline,India,"Non–partisan, independent analyses on security, strategy, economy, development, energy & global governance. Sign up for our newsletter: https://t.co/l70usnEOYv",59392,154,117956,True,NaN
2020-02-07 21:30:00+00:00,"Global investment bank @jpmorgan said Friday the virus outbreak's impact on the Korean economy will likely be larger than initially expected, and lowered its 2020 growth outlook for Korea from two-point-three to two-point-two percent @KBSWorldRadio https://t.co/dkIaNKBHIL",CSISKoreaChair,"Washington, DC",@CSIS Korea Chair is an independent platform from which to advance major policy issues of common importance to the Korean & American people. RTs ≠ endorsements.,15794,1068,28841,True,NaN
2020-02-07 21:30:00+00:00,Clorox Broad Spectrum Quaternary Disinfectant  https://t.co/KtC9FzRuA0  #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan  #outbreak,mystylehfb,United States,"Currently obsessed with the #coronavirus #outbreak, but usually #trending #beauty #fashion. As an Amazon Associate I earn from qualifying purchases.",6238,6746,12272,False,NaN
