created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-23 12:57:22+00:00,RT @JackPosobiec: Hospital in Wuhan today https://t.co/CpyahI7P0Q,MiloWear1A,,Somewhat opinionated • Former Milo Fan Account • 2016 Meme War Veteran • Former Trump Supporter • Former Wuhan Virus Doomer News,3839,546,55414,False,Hospital in Wuhan today https://t.co/CpyahI7P0Q
2020-01-23 12:57:25+00:00,RT @dianaalgas: only special hospitals accept patients in wuhan. seems number of cases will go up . #CoronavirusOutbreak #wuhan #ChinaVirus…,barbieann2521,,,343,449,87819,False,only special hospitals accept patients in wuhan. seems number of cases will go up . #CoronavirusOutbreak #wuhan #ChinaVirus https://t.co/WHebBzNfHJ
2020-01-23 12:57:27+00:00,"RT @BruceWayne852: Stunning!

A person from Wuhan got fever at Shanghai Hongqiao Airport &amp; this person was put into a big box in order to s…",man4syun1_jai,Hong Kong,"光復香港 時代革命
五大訴求 缺一不可
他日煲底相見",1157,1898,3327,False,"Stunning!

A person from Wuhan got fever at Shanghai Hongqiao Airport &amp; this person was put into a big box in order to seperate from the crowd. 

(Got it from whatsapp group so I can't find the source sorry 🙏🏻) https://t.co/SeJX3HG3o9"
2020-01-23 12:57:29+00:00,"RT @avarakai: About 300,000 people some with #WuhanCoronavirus symptoms Escape the city before lockdown.

Right before festival season!! Go…",A31X64Vijay,INDIA. (Bharat),"Dreaming for a Strong, Powerful & Glorious 'Great-INDIA' (Akhand Bharat) ... in a Beautiful WORLD !!! .. RTs are Not Endorsements !",4101,4970,378396,False,"About 300,000 people some with #WuhanCoronavirus symptoms Escape the city before lockdown.

Right before festival season!! God knows what is going on. Stay safe China.

😳

https://t.co/NbGJWcWogg"
2020-01-23 12:57:29+00:00,Seriously? What the child was just left in the airport? #Wuhan #CoronavirusOutbreak #WuhanPneumonia #WuhanOutbreak #WuhanLockDown https://t.co/3HErjk5qSA,MalcolmTuckerTO,Toronto,The Anti-Spin Doctor. Cutting through stupidity 1 tweet at a time. Just say no to the Koolaid,213,712,5430,False,NaN
2020-01-23 12:57:29+00:00,RT @ChuBailiang: Time to get back onto Twitter. I’m about to arrive in Wuhan to see how the city is coping under the lockdown and the menac…,gorgodai,+62,rhais ~ rajin hitam istimewa,273,2582,63826,False,Time to get back onto Twitter. I’m about to arrive in Wuhan to see how the city is coping under the lockdown and the menace of the coronavirus. Also follow live updates at the Times. https://t.co/XDVfv2PEzo https://t.co/9Hcr6DlvrH
2020-01-23 12:57:30+00:00,RT @BasedPoland: Are you already scared after hearing that China has sealed off #Wuhan after the discovery of a new deadly type of mutated…,JHONYBOYLOKO1,,"|Christian| |Conservative| |Brazil|  
Deus Vult, Da Pacem Domine In diebus nostris.",5,208,293,False,"Are you already scared after hearing that China has sealed off #Wuhan after the discovery of a new deadly type of mutated virus there?

Here, have a look at this video from #Shanghai showing the Chinese authorities trying to disinfect a contaminated area.

#PostApocalyptic
#Virus https://t.co/CcQvh81tpr"
2020-01-23 12:57:34+00:00,RT @IFNorthAmerica: 🇨🇦: 5 individuals are being tested for the 'Wuhan' coronavirus in Quebec City and Montreal after travelling to Wuhan an…,AlaraStarShine,,"“They never will love where they ought to love, who do not hate where they ought to hate.” 
― Edmund Burke",955,682,34694,False,"🇨🇦: 5 individuals are being tested for the 'Wuhan' coronavirus in Quebec City and Montreal after travelling to Wuhan and showing symptoms of a respiratory virus. 

🛬: Airports in Vancouver, Toronto, and Montreal to begin precautionary health screenings.

#WuhanCoronavirus https://t.co/fHZZZ8KFGi"
2020-01-23 12:57:35+00:00,"RT @theintjnurse: For all the #BlackPink fans who just learned about the #Coronavirus that is spreading particularly in Wuhan, China. Here…",babypeachmoon,"Seoul, Republic of Korea",𝘽𝙡𝙖𝙘𝙠𝙥𝙞𝙣𝙠 • 🥰,29,152,1457,False,"For all the #BlackPink fans who just learned about the #Coronavirus that is spreading particularly in Wuhan, China. Here is a video explaining about the disease. Please RT for public awareness. And let us all pray for the safety of #Lisa who is currently still in China. (Ctto) https://t.co/VaTeOFSLKR"
2020-01-23 12:57:38+00:00,RT @YikaiLuo: A SARS-like #coronavirus is rapidly spreading in China and potentially abroad because some people in Wuhan were obsessed with…,aidashffqa,,💀👻,103,83,1142,False,A SARS-like #coronavirus is rapidly spreading in China and potentially abroad because some people in Wuhan were obsessed with eating wild animals. (If you read in Chinese you'll see the menu has a whole ZOO.) Not a teleologist but it does seem nature is taking its revenge. https://t.co/0HSRlITu0U
2020-01-23 12:57:38+00:00,RT @xinyanyu: Unverified video - man with Hubei accent saying that armed police have blocked passengers from entering the train station in…,v_valiant_v,,,2,245,41,False,Unverified video - man with Hubei accent saying that armed police have blocked passengers from entering the train station in Wuhan after the 10am lockdown. #WuhanCoronavirus https://t.co/EC0GTXOhC0
2020-01-23 12:57:40+00:00,RT @ezracheungtoto: These following three video clips were filmed by a source of mine near the Hankou high-speed rail station this morning…,ApostleFaithful,Hong Kong,CUHK Alumnus. Protect our glorious city! Let the world know who we are! Hongkongers have been fighting BACK! #光復香港時代革命 #手足互科 #FollowBackHongKong,1468,1506,11478,False,"These following three video clips were filmed by a source of mine near the Hankou high-speed rail station this morning after a city-wide quarantine was put in place. 
Security officers in black masks are guarding the border to prevent people from leaving #Wuhan. #WuhanPneumonia https://t.co/GWNm8XlLfe"
2020-01-23 12:57:40+00:00,"RT @onlyyoontv: Beijing joins Wuhan, Zhejiang, Macau in canceling #LunarNewYear celebrations. #China capital’s culture &amp; tourism bureau say…",tatsumaki4ryu,"Vienna, VA",Investor. Political junkie. Polemicist. Sports nut. Lover of the arts. Ne'er-do-well. All opinions are NOT my own but stolen from others.,347,3231,43676,False,"Beijing joins Wuhan, Zhejiang, Macau in canceling #LunarNewYear celebrations. #China capital’s culture &amp; tourism bureau says all public gathering activities, incl. traditional temple fairs, are off. (Holiday is normally major consumer spending time. #WuhanCoronavirus) @TheDomino"
2020-01-23 12:57:43+00:00,"RT @suelinwong: As anger in China grows over the initial cover up of the Wuhan virus, here is a @FT graphic showing a surge in keyword sear…",NobleWayofMind,,"a flower, a smile, a light",912,2151,85584,False,"As anger in China grows over the initial cover up of the Wuhan virus, here is a @FT graphic showing a surge in keyword searches on Google (blocked in China) for ""Wuhan pneumonia"" in early Jan. The same spike didn't appear on Chinese search engine Baidu until Jan 20 https://t.co/jbpiQV9fkA"
2020-01-23 12:57:46+00:00,"RT @chigrl: Interactive map of Wuhan #Coronavirus (2019-nCoV) Global Cases
https://t.co/M1b6T2ItNN",IDmytrash,,,40,461,811,False,"Interactive map of Wuhan #Coronavirus (2019-nCoV) Global Cases
https://t.co/M1b6T2ItNN"
2020-01-23 12:57:49+00:00,"RT @nytimes: Breaking News: The authorities in China expanded travel restrictions to at least 4 more cities near Wuhan, the epicenter of a…",kevchanq,"Los Angeles, CA",🇺🇸🇹🇼🏳️‍🌈 // @fidm design,76,144,9548,False,"Breaking News: The authorities in China expanded travel restrictions to at least 4 more cities near Wuhan, the epicenter of a mysterious outbreak of coronavirus https://t.co/aReyebVJtF"
