created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-22 14:52:41+00:00,@Acosta Let's hear from the CDC on that issue. https://t.co/fGGFkHpQpG,dolores_wagner,United States of America,Our flag flies at half mast in my mind during the seizure of our government by DJT & Co,453,1440,11445,False,NaN
2020-01-22 14:52:51+00:00,"RT @Kyle_Feldscher: As everyone has a mild freak out about coronavirus, it's worth pointing out that the CDC says 6,600-17,000 people have…",JasonBarczy,"Grosse Pointe Farms, MI","The King of Barzania. Also a son, husband and father. Wolverines, Steelers, Tigers, Red Wings. Soundgarden, Pearl Jam, 90s everything.",889,1737,26442,False,"As everyone has a mild freak out about coronavirus, it's worth pointing out that the CDC says 6,600-17,000 people have died from the flu so far this year and between 13 million and 18 million people have been infected by the flu virus."
2020-01-22 14:52:56+00:00,First US case of Wuhan coronavirus confirmed by CDC https://t.co/SgFcvLIfTf #tweeted,rnomics,France,"#RNomics, #RNA biology, RNA #bioinformatics, #RNA_World & #evolution, technologies & resources, daily papers: https://t.co/UaH05PfPIt & https://t.co/cuczvAA7dr",2601,161,174405,False,NaN
2020-01-22 14:53:06+00:00,"RT @CDCFlu: Adults with #asthma are at greater risk of developing serious #flu-related complications, including pneumonia and other acute r…",medimann522,Rerouting ,"Healthcare Industry. I’m not what I think I am..,I’m not what you think I am ...I am what I think you think I am ...",2987,1520,2113,False,"Adults with #asthma are at greater risk of developing serious #flu-related complications, including pneumonia and other acute respiratory diseases. 

If you have asthma, read more about how you can #fightflu: https://t.co/XuAUVO1b9r https://t.co/k3O76IyIV8"
2020-01-22 14:53:16+00:00,"RT @Kyle_Feldscher: As everyone has a mild freak out about coronavirus, it's worth pointing out that the CDC says 6,600-17,000 people have…",TB12_Forever,SE Massachusetts,"#Autism Mom of 2 Amazing Boys💙/Born in India/Raised in MA.  Love my @Patriots @RedSox @Celtics @Bruins. Hustle, grind, stay humble & kind 🙏🇺🇸🕉️❤☮️",1895,5000,50059,False,"As everyone has a mild freak out about coronavirus, it's worth pointing out that the CDC says 6,600-17,000 people have died from the flu so far this year and between 13 million and 18 million people have been infected by the flu virus."
2020-01-22 14:53:16+00:00,"RT @Maliboggayporn: Please Share/Retweet!

🔥🔥HIV/AIDS Awareness 101🔥🔥

#BeInformed
#ProtectAndLoveYourself
#GetTested
#BeAnAdvocate
#StopTh…",Fitzylog1085,Republic of the Philippines,just ask me but don't judge me. respect each other otherwise leave me alone.,87,338,545,False,"Please Share/Retweet!

🔥🔥HIV/AIDS Awareness 101🔥🔥

#BeInformed
#ProtectAndLoveYourself
#GetTested
#BeAnAdvocate
#StopTheStigma

Sources of photos:
https://t.co/H8NS0UCa7J
https://t.co/MfFzU21BsM
https://t.co/QCF2m65l2b
https://t.co/llwaUsNbOT https://t.co/Eb3vh4dlMI"
2020-01-22 14:53:20+00:00,"RT @JerseyGunner45: A male traveler from China has been diagnosed in Snohomish County, Washington State with the Wuhan coronavirus, accordi…",maancomom123,"Los Angeles, CA","Wife, Mother, Daughter, Animal lover! Doing my best to make sense out of The Nonsense! #MAGA, #KAG, #TRUMP2020",725,1055,40477,False,"A male traveler from China has been diagnosed in Snohomish County, Washington State with the Wuhan coronavirus, according to the CDC.https://t.co/arvBcYy5EV"
2020-01-22 14:53:22+00:00,RT @JenniferMarguli: It’s interesting how the same numbers mean different things. When 800 children have devastating vaccine reactions that…,SandyV60896293,,I didn’t want to be bothered but you are crossing the line and woke up mama bear! #teamParents #imformedChoice #noMoreVaccineMandates,238,358,635,False,It’s interesting how the same numbers mean different things. When 800 children have devastating vaccine reactions that is “rare.” When 800 people die of SARS it’s a global pandemic. What if all humans mattered? https://t.co/KXDbaDIBmw
2020-01-22 14:53:30+00:00,"@NatetheGrate17 @libby4adime @IchBinDurstig @CarrieDDahl @flybabymoni @JohnFugelsang @Ummmmichelle @WombatSocho @ChrisLoesch @americangrace Here's a pretty good review of why that study is problematic.

https://t.co/SgFxN2rGXe

Now that the CDC is allowed to research these gun issues, please encourage Trumpt to fund them. Maybe we'll get some solid, updated data.",jettblk_k,,Crochet afficionado and prole extraordinaire.,64,174,4233,False,NaN
2020-01-22 14:53:31+00:00,"RT @MassDPH: The #HPV vaccine protects against 6 different types of cancer, including cervical cancer. Learn more: https://t.co/1uck3hqw0d…",VulvalCancerUK,South east. United Kingdom ,Clare Baumhauer 💜 l’m just a Stage 3 vulval cancer 💜survivor! 💜 raising awareness 💜for #Vulvalcancer 💚 and #Lichensclerosus with @lsclerosus,1398,1848,8983,False,"The #HPV vaccine protects against 6 different types of cancer, including cervical cancer. Learn more: https://t.co/1uck3hqw0d https://t.co/rgV0hvxS6p"
