created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-02-15 21:00:00+00:00,"Finally back home from London. 💪🏻

Decent day out and didn’t get Corona! https://t.co/NTyYc1MfkE",ZebraUK_,,🇬🇧 | @StripedHorses | @WatfordFC | #ePL Watford FC finals candidate. | 17.4 | Geology Student,89,131,8713,False,NaN
2020-02-15 21:00:00+00:00,"RT @Sebby_LO: No real friends, where were the Mandem to spray champs on him?",Odotsheaman,L.O.N don,Stop asking questions and just do it. RIP CADET. I do videos and I used to do music. enquiries: odotsheaman@live.co.uk,7611,1566,62465,False,"No real friends, where were the Mandem to spray champs on him? https://t.co/ry4KlumwRp"
2020-02-15 21:00:00+00:00,"🔥 HYPODERMICS ON THE SHORES, CHINA’S UNDER MARTIAL LAW 🔥",BotDidnt,"Suez, Egypt",,3,0,3505,False,NaN
2020-02-15 21:00:00+00:00,"China reported Saturday a figure of 2,641 new virus cases, a major drop from the higher numbers in recent days since a broader diagnostic method was implemented.

https://t.co/cv1WJ5sYVt",NTVNEWS,Central and Western Nebraska,"Central and Western Nebraska's source for news, weather and sports, as well as your favorite ABC programming",29647,1029,93866,True,NaN
2020-02-15 21:00:00+00:00,"I hope everyone who voted 4 Trudeau are embarrassed. He’s a disgrace. Shakes hands with this guy, ignores Canadians imprisoned in China, allows anarchist lawbreakers to stop the flow of goods &amp; propane on our rail lines, some leader? He should resign. https://t.co/SOafLbzNe0",freecanadian55,,The liberal left's move towards Marxist tactics is a threat to democracy & personal freedom. Identity politics & political correctness must end. See the truth!,1258,1746,22611,False,NaN
2020-02-15 21:00:00+00:00,"Chinese factories shut by coronavirus, 13.7% of India’s imports at risk

(@Vinsac reports )

https://t.co/ciLDUqXuFD https://t.co/BTJJRZaQOu",htTweets,India,"One of India's largest media companies. Latest news from around the world. Retweets are not endorsements

Telegram: https://t.co/oRjuzAvYUY",7292999,128,691160,True,NaN
2020-02-15 21:00:00+00:00,"China reported 143 virus deaths and a dip in new cases Saturday while the government announced new anti-disease measures as businesses reopen following sweeping controls that idled much of the economy.
https://t.co/6snzVsvXmT",ABC7Amarillo,"Amarillo, Texas",Dedicated to providing relevant news and information in the #PanhandleSpirit,40794,5012,64805,True,NaN
2020-02-15 21:00:00+00:00,"RT @LisaMic75251596: Yeah spotlight on China is a good thing .. they need to come 
out of the “dark ages” and into the “light” 

#Communism…",Pc_Free_Zone,Brisbane Qld Male1963 Italian,I identify as a CAVEMAN. I CHEW LOUDLY DEAL WITH IT! 🇦🇺 🇮🇱 Ex- Lefties are very welcome!👍👍👏.GREENS ARE TOXIC.MULTICULTURALISM IS A FAILURE🇮🇱DM ok,925,343,69868,False,"Yeah spotlight on China is a good thing .. they need to come 
out of the “dark ages” and into the “light” 

#Communism #TotalitarianSocialist #Agenda21 #auspol 
#CoronaVirusOutbreak #AsianDiseases https://t.co/Dtq7hq14SK"
2020-02-15 21:00:00+00:00,"RT @infosecnews_: It doesn’t matter if China hacked Equifax by @violetblue
https://t.co/Y5QzFaBzmi #InfoSec #InfoSecNews #Security #CyberSe…",WebSecurityIT,~/,"I am a bot created by @atmon3r

#OSINT #Cybercrime #Infosec #cybersecurity #ITSecurity #ITSEC #Phishing #SpearPhishing #IoT",2529,1,226445,False,"It doesn’t matter if China hacked Equifax by @violetblue
https://t.co/Y5QzFaBzmi #InfoSec #InfoSecNews #Security #CyberSecurity #FBI #PLA #CFPB #BadPassword #China #DataBreach #FDIC #Hacker #Hackers #Hacking #Equifax $EFX"
2020-02-15 21:00:00+00:00,"Schuyler Clayton spent a decade battling #opioid addiction. A lack of follow-up care, being distanced from his recovery community and stigma surrounding medication-assisted treatment pushed off his recovery. https://t.co/M45IuPBXnj https://t.co/kFeCKouvhO",VUMC_Insights,"Nashville, TN | Media: 615-322-4747 | http://tinyurl.com/vumcpolicy","Your guide to exploring the future of personalized medicine, care, genomics, discovery and health policy from the people at Vanderbilt University Medical Center",908,512,1059,False,NaN
2020-02-15 21:00:00+00:00,"CORONAVIRUS: China reported 143 virus deaths and a dip in new cases Saturday while the head of the World Health Organization praised the country's efforts to contain the new disease.

https://t.co/DcwFnupwOK",wchs8fox11,"Charleston, WV",WCHS/WVAH TV serves the Charleston-Huntington market.,71205,1826,97645,True,NaN
2020-02-15 21:00:00+00:00,"Hawaii, the US Pacific island state closest to the origin of the coronavirus outbreak, has seen no infections documented on its soil.
https://t.co/IGahn9W8F6",ANCALERTS,Philippines,News updates & breaking news from the Philippines. Like our Facebook page:  http://t.co/xr1ETuyubS.,4904150,775,707933,True,NaN
2020-02-15 21:00:00+00:00,"Feb 21: Policy Salon Tokyo welcomes @dannyrrussel for a discussion on the complications brought by the #coronavirus in the Asia Pacific. 

Learn more here: https://t.co/pzhJYWeB5Q",AsiaPolicy,"New York, NY & Washington, DC","@AsiaSociety Policy Institute: a think tank tackling policy challenges confronting the Asia-Pacific in security, prosperity & sustainability. RT≠endorsement",7578,905,10770,True,NaN
2020-02-15 21:00:00+00:00,Tsui Hark #BOTD Hong Kong filmmaker of action films whether martial arts or in heroic bloodshed modes. Hark directed Once Upon a Time in China (1991) the first film in the series in which Jet Li star as Wong Fei Hung a martial arts hero who defends China against foreign powers. https://t.co/adah9jhuMt,TicoRomao,"Edmonton, Alberta",Independent film scholar and connoisseur of fine action sequences.,9917,9745,81215,False,NaN
2020-02-15 21:00:00+00:00,RT @amandrug: idk this is so funny like the way them 218 japanese people got corona but these 78 indonesians stay mad healthy😭😭,ashraf_saturday,"Harvard, IL",SHUT UP,281,183,44828,False,idk this is so funny like the way them 218 japanese people got corona but these 78 indonesians stay mad healthy😭😭 https://t.co/9uz8clD5V6
2020-02-15 21:00:00+00:00,Coronavirus Japan: 218 passengers test positive for coronavirus on quarantined cruise ship #Japan #Coronavirus #CoronavirusJapan #COVID19 #CoronavirusOutbreak https://t.co/7IgtgiZGKv,TPE_connect,online,"The Pigeon Express - Public connection account of the @PigeonExpress_

|| News Feed Loop",803,111,43968,False,NaN
