created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-18 07:00:00+00:00,"TfGM say tram, bus and train services will be reduced in new statement over coronavirus https://t.co/jOT1DNZmCG",MENnewsdesk,"Manchester, UK","Breaking news, sport, showbiz and what's on from the Manchester Evening News. Sign up for our personalised daily newsletter here: https://t.co/z3VZOSAADB",579900,1416,239397,True,NaN
2020-03-18 07:00:00+00:00,"CUSTOMER NOTICE: As of today, we will be implementing cashless transactions in the Sports Training Village for the foreseeable future. We apologise for any inconvenience caused but this is a health and safety measure.

Further details: https://t.co/s4ELF8fXir https://t.co/jGU3y24cVm",TeamBath,"Bath, England",Team Bath is the family of sports activities and services at the @UniOfBath. We have a £35million multi-sport centre which is open to all #BlueAndGold,8003,2263,24468,False,NaN
2020-03-18 07:00:00+00:00,"Work from home with enough data on Surfline with our #AlwaysOn data plan.
Dial *718*77# to activate your bundle now.

#Surfline #4GLTE #Covid2019 #Stayhomechallenge #Yearofthecustomer #Ghana #Accra #Tema #Takoradi #Kasoa #ItsAboutTime https://t.co/en8DHWqFfa",SurflineGH,Ghana,"The Official Twitter Page of Surfline's 4G LTE Service! Visit our Stores in Accra, Tema and Takoradi. Call 0302745777 or tweet @asksurfline for Customer Care.",10498,2814,11503,False,NaN
2020-03-18 07:00:00+00:00,"China to expel American reporters after US curbs its media
 https://t.co/ZkZEPHQtfG",whiotv,"Dayton, OH",The dominant media center for Dayton and the Miami Valley. With tweets sent by humans and not bots!,139693,1748,186401,True,NaN
2020-03-18 07:00:00+00:00,The UK Government says the Welsh Government will be getting an extra one point five billion pounds to help businesses affected by coronavirus. #CapitalReports https://t.co/wN99uHDkQC,CapitalWALNews,Wales,We are the news team for Capital across Wales. Tweet us your stories or email news.wales@global.com,6049,3877,16684,False,NaN
2020-03-18 07:00:00+00:00,"(Mar 17), the long-bond's return was -5.91%. The second-worst day ever. The worst was last week, the ""devil decline"" of -6.66% (Mar-10) 
@biancoresearch
https://t.co/eoXQwsA7j0 Note the best day ever was Mar 6 (+8.50%) Issue is incoming Supply #COVID19
https://t.co/ZzNABgYKdC https://t.co/JJIGAMt5DY",alykhansatchu,Nairobi,https://t.co/TSDvPIA9og Banker Interest rate Macro Geopolitical Africa that kind of thing,571827,19017,387304,True,NaN
2020-03-18 07:00:00+00:00,"Oklahoma Legislature approves open meeting changes amid outbreak
https://t.co/kdegyxiIpf https://t.co/XQuUJl5vsL",KTULNews,"Tulsa, OK",Tulsa's Channel 8 | KTUL | Covering Northeast Oklahoma. Find us on Facebook (KTULTV) & Instagram (ktulnews8).,89801,414,190797,True,NaN
2020-03-18 07:00:00+00:00,"TONIGHT on #9ACA.
We speak with Australia's Chief Medical Officer Prof. Brendan Murphy and coronavirus patient Alisa. https://t.co/NJEaKUkfWp",ACurrentAffair9,Australia,"A Current Affair | 7.00pm weeknights on @Channel9. 
Join the conversation #9ACA 
Email: aca@nine.com.au",58961,3455,39835,True,NaN
2020-03-18 07:00:00+00:00,"A history of pandemics. 

The practice of quarantine began in the 14th century, in an effort to protect coastal cities from plague epidemics.

One of the first instances of relying on geography and statistical analysis was in mid-19th century London, during a cholera outbreak. https://t.co/YeBsyUVe0D",GertjanV_,"Melbourne, Victoria",Lecturer. Interested in Asset Pricing and Economic History. Once at @UAntwerpen and @StanfordGSB. Now at @MonashBusiness. Soon at @KU_Leuven.,1496,249,2110,False,NaN
2020-03-18 07:00:00+00:00,"If you are feeling an increase in stress and anxiety during this time, you are not alone. How do you know if you are dealing with anxiety? What can you do? https://t.co/jh2Dc8GQ6A",KAMRLocal4News,"Amarillo, TX",Your Local News Leader. We are proud to be the first TV station in Amarillo. We tell the stories of the High Plains. #MyAmarillo,14390,2304,104677,True,NaN
2020-03-18 07:00:00+00:00,"A number of schools in Peterborough are closing today due to #coronavirus 

https://t.co/10MFmFUDaU",peterboroughtel,"Peterborough, England","Breaking news and comment from the Peterborough Telegraph in Cambridgeshire, UK: share your stories/comments news@peterboroughtoday.co.uk 01733 588713.",25857,2223,90766,False,NaN
2020-03-18 07:00:00+00:00,@BorghansJose I prefer #spatialdistancing vs #socialdistancing in times of #COVID19  #stayathome. Stay in touch via social media and other telecommunication: especially for those who have to be home alone,efknol,"Utrecht, The Netherlands","Biomedical scientist,immunologist & associate prof UMC Utrecht. Discovered  basophil activation marker CD63. SecrGen  Dutch Soc Immunology & EAACI VP Congresses",378,87,938,False,NaN
2020-03-18 07:00:00+00:00,RT @NIH: News: New #coronavirus stable for hours on surfaces https://t.co/TUrmn50ZSn #COVID19,MemeLordsUnitex,,"Purveyor of fine memes. No hate, all for comedy and entertainment.",366,713,6971,False,News: New #coronavirus stable for hours on surfaces https://t.co/TUrmn50ZSn #COVID19
2020-03-18 07:00:00+00:00,"RT @bennyjohnson: President Trump asked about his use of the phrase “Chinese Virus”:

REPORTER: “Critics say that using that phrase creates…",tolisv,Athens Greece,"Sex, politics and coffee 🇬🇷🇬🇧🇮🇹🇵🇱🇷🇺",6697,6080,145120,False,"President Trump asked about his use of the phrase “Chinese Virus”:

REPORTER: “Critics say that using that phrase creates a stigma.”

TRUMP: “No, I don’t think so. I think saying that our military gave it to them creates a stigma.”

 https://t.co/b2yn5ubJEh"
2020-03-18 07:00:00+00:00,"Between coronavirus and climate change, the very nature of commercial aviation may be transformed in coming years, writes @AaronBastani. Things may never go back to normal. https://t.co/rUmkLEr31J",novaramedia,London,📺 📰🎙🚩 New media for a different politics.,122417,1046,12957,True,NaN
2020-03-18 07:00:00+00:00,"RT @AsimRealKhabri: Retweet!!

#AsiManshiDebut 

COVID-19 virus can be transmitted in areas with hot and humid climates",Shreyas55985995,,Asim💝💓💓,86,94,6196,False,"Retweet!!

#AsiManshiDebut 

COVID-19 virus can be transmitted in areas with hot and humid climates"
2020-03-18 07:00:00+00:00,"Due to the coronavirus (Covid-19) outbreak, education courses have been cancelled throughout the union from week commencing 23rd March – to the 1st June 2020. 

Any questions or queries please contact the Education Department by email:
education.northwest@unitetheunion.org https://t.co/N9hQxPjz22",Unite_NorthWest,"North West, England",The official twitter account for Unite the Union in the North West.,2478,1180,4607,False,NaN
2020-03-18 07:00:00+00:00,Here's what the law says about local officials closing down or altering the way private businesses operate during a public health emergency. https://t.co/CBFcVIQv6R,KHOU,"Houston, TX","KHOU Stands for Houston.  We're relentless in providing breaking news, weather and traffic. Tweet us. Email newstips@khou.com. We’re listening. #HTownRush",723391,1423,388654,True,NaN
2020-03-18 07:00:00+00:00,RT @omidong: they’re arresting HOMELESS people for not following GUIDELINES OF THE LOCKDOWN and you still ask us not to be political? MUST…,gianexgwyneth,Ifs-kpop chapter,,547,535,29192,False,they’re arresting HOMELESS people for not following GUIDELINES OF THE LOCKDOWN and you still ask us not to be political? MUST BE WORMS!!!!! IN THE CEREBRUM!!!!
2020-03-18 07:00:00+00:00,"RT @GoughCJ: Now that I am recovering from Covid-19, I want to share my symptoms, and my experience, in case it is of help to anyone else.…",prachaur,,,23,756,2587,False,"Now that I am recovering from Covid-19, I want to share my symptoms, and my experience, in case it is of help to anyone else. I've felt pretty rotten the last few days, but am finally improving.

I am only talking about my own experiences - as a patient, not a doctor. (1/n)"
2020-03-18 07:00:00+00:00,"We appreciate central and local governments' measures to stabilize business, and foreign-funded companies will enjoy the same treatment as local enterprises, Honeywell China President Scott Zhang said. https://t.co/DcijNxyhKo @honeywell #InvestinChina https://t.co/vxVlvntNos",investing_china,China,"Daily updates on policies, regulations, and guidelines on how to invest and what to invest in China, as well as what's happening near and far in industries.",26436,232,1794,False,NaN
2020-03-18 07:00:00+00:00,"RT @SethAbramson: Nope—he's realized *nothing*. This isn't ""the moment he became president."" This corrupt old man has spent decades proving…",njhadz,london,Life is Beautiful.... if you allow it to be - stay positive & enjoy every blessing ❤️,299,1463,49741,False,"Nope—he's realized *nothing*. This isn't ""the moment he became president."" This corrupt old man has spent decades proving himself immoral—and not one iota of his character has changed or will change. Any journalist positing a change in his character needs to go find a real story. https://t.co/5OgYWJOgkk"
2020-03-18 07:00:00+00:00,"COVID-19: Sierra Leone latest country to suspend football activities | @aisma654
https://t.co/DwgqDYygvg",King_Fut,Cairo,"Egyptian sports website covering the latest news, scores & breaking updates in English. Arabic: @KingFut_AR Agency: @KingFutPro | Youtube: https://t.co/e0GjjvKwVL",109235,742,74149,True,NaN
2020-03-18 07:00:00+00:00,"RT @forwardarc: Utterly disingenuous: they say one thing; but do the exact opposite.
Trump said he’d expand paid sick leave during the cris…",skipz,Brattleboro VT USA,"Massachusetts teacher and technology integrator, VT resident  #resist #theresistance #LGBTQ #Transgender #ImpeachTrump #CanadaResists",14880,16325,118374,False,"Utterly disingenuous: they say one thing; but do the exact opposite.
Trump said he’d expand paid sick leave during the crisis.  But, he &amp; McConnell are reportedly gutting it, or watering it down.
Why isn’t @SpeakerPelosi pushing back?
https://t.co/QoQNhDbnkM # via @HuffPostPol"
2020-03-18 07:00:00+00:00,RT @DeccanChronicle: #MaheshBabu’s matchstick #video makes a point for social distancing #coronavirus https://t.co/akr1rQoNAc,VSsvrm,"Hyderabad, India","🤘 DHFM,VK,YS,RCB,fan 🇮🇳 ARMY,FORMER,🏍️220,Dance, family lover♥️KHO_KHO my Passion 🏃🔧MEC ENG PLC student🔩MY life ,MYrules,MYstyle,😎✌️ASH&TEJ_ME JR_MB😍",62,46,21204,False,#MaheshBabu’s matchstick #video makes a point for social distancing #coronavirus https://t.co/akr1rQoNAc
2020-03-18 07:00:00+00:00,RT @bainjal: Absolutely perverted. How on earth can you wish any country suffers because of corona?,rmary3862,"Hyderabad, India",,353,1770,102083,False,Absolutely perverted. How on earth can you wish any country suffers because of corona? https://t.co/n0txRyciQz
2020-03-18 07:00:00+00:00,"RT @Anez_Fahan: Come on malaysia, we can do this too",tasharamdzan,,❤️,247,353,48795,False,"Come on malaysia, we can do this too https://t.co/z7QVpQUgau"
2020-03-18 07:00:00+00:00,RT @SavinTheBees: This man will be the one to save us from the COVID-19 https://t.co/esVkiCPieD,marktrev12,,18yrz♊️Class of 2020💫,485,611,15828,False,This man will be the one to save us from the COVID-19 https://t.co/esVkiCPieD
2020-03-18 07:00:00+00:00,RT @royngerng: Taiwan is conducting retrospective #COVID19 testing of people who returned from Europe between 3 &amp; 14 March who had respirat…,sumek,"London, UK",white person,625,78,13423,False,"Taiwan is conducting retrospective #COVID19 testing of people who returned from Europe between 3 &amp; 14 March who had respiratory symptoms. 513 people had sought treatment, 136 have been tested with 3 positive &amp; 426 would be instructed to undergo testing.

https://t.co/Cmra1Blkfp"
2020-03-18 07:00:01+00:00,"RT @JustinaReports: Tagging along with #NationalCity workers, putting up signs announcing closures due to #coronavirus. Starting tomorrow,…",Nano619_,"Chula Vista, CA",,35,38,1041,False,"Tagging along with #NationalCity workers, putting up signs announcing closures due to #coronavirus. Starting tomorrow, the community center, police department lobby, library and other public places are CLOSED. State of emergency declaration expected tonight. More @fox5sandiego https://t.co/PGxho373FQ"
2020-03-18 07:00:01+00:00,RT @KPhucinTrann: THE USA WOULD NEVER !!!!,davidvu0ng,,“Do not allow people’s perception to become your reality.”,214,128,31042,False,THE USA WOULD NEVER !!!! https://t.co/e3iMvSOcb9
2020-03-18 07:00:01+00:00,RT @Sci_Phile: Social distancing hour 120: I can pick my way out of handcuffs in under two minutes.,RainbowSushii98,"Bielefeld, Deutschland","Erst das Müsli, dann die Milch.",80,280,24882,False,Social distancing hour 120: I can pick my way out of handcuffs in under two minutes.
2020-03-18 07:00:01+00:00,RT @iya_lucy: My boyfriend’s boss is scared of getting the coronavirus so naturally she has decided that instead of finishing at 5:30 they…,nelmatt_2,,Observer. Just here to see what you all tweet. Retweets are NOT an endorsement of any position on a given socio-political issue whatsoever.,83,508,3921,False,"My boyfriend’s boss is scared of getting the coronavirus so naturally she has decided that instead of finishing at 5:30 they will finish at 4:30, because as we all know the coronavirus only comes out after 5"
2020-03-18 07:00:01+00:00,"RT @businessline: @stpiindia has allowed companies registered with it to allow their staff to work from home, keeping in view the outbreak…",vivekraistpi,,,109,116,15597,False,"@stpiindia has allowed companies registered with it to allow their staff to work from home, keeping in view the outbreak of #COVID19 virus.https://t.co/tHe2ldFyw3"
2020-03-18 07:00:01+00:00,RT @ewarren: We need a stimulus package that supports our economy from the grassroots up and permanently improves the lives of families. We…,FakeLisaForeal,,Idiot savant,254,1187,20167,False,We need a stimulus package that supports our economy from the grassroots up and permanently improves the lives of families. We can put money directly in their hands by increasing Social Security payments and by canceling student loan debt. https://t.co/HHOZZsG5zt
2020-03-18 07:00:01+00:00,"RT @WHO: ""We have a simple message for all countries:
test
test
test.

Test every suspected #COVID19 case. 

If they test positive, isolate…",VENUSD00MM,ˡᵒˢᵉʳ`ˢ ᶜˡᵘᵇ🎈,"ˑᵍᵒᵗʰᶤᶜᵃ ᶠᵉᶰᶰᶤᶜᵃ ᵛᵒˡˑ ¹ |  @roronoart ᵐʸ ☾✨

˘ ᵉˡᵃ ˑ ˢʰᵉ ⚥ ˘҉ 🌈",611,765,18371,False,"""We have a simple message for all countries:
test
test
test.

Test every suspected #COVID19 case. 

If they test positive, isolate them &amp; find out who they have been in close contact with up to 2 days before they developed symptoms &amp; test those people too""-@DrTedros #coronavirus"
2020-03-18 07:00:01+00:00,"Coronavirus: Buhari govt warns Nigerians against travelling to US, UK; bars public ... - Unknown Source
https://t.co/2SAR3KaWzb",9jadailies,,We keep you up-to-date by providing you real-time Nigerian news.,4471,1270,111566,False,NaN
2020-03-18 07:00:01+00:00,"RT @doctorwibble: @SadiqKhan Would you consider lifting parking restrictions in the streets around hospitals, so NHS staff can park for fre…",GavTuach,"England, United Kingdom","The Key to Success is often the Ability to Adapt.
Serving RN CPO. Dad of two beautiful girls, amazing wife. Director of @HiddenWarriorUK 
MUFC Fan",1369,1053,10862,False,"@SadiqKhan Would you consider lifting parking restrictions in the streets around hospitals, so NHS staff can park for free during the COVID-19 crisis? A less onerous commute would make a real difference when it’s really busy."
2020-03-18 07:00:01+00:00,RT @spectatorindex: JUST IN: 51 new coronavirus cases in Turkey,Marlinaayu,"Kuala Lumpur, Malaysia",All about @Arsenal @RafaelNadal @LewisHamilton @adamlambert @NBCTheVoice @americanidol & tv series. Honored to be followed by @MercedesAMGF1 #TeamLH,2239,2846,622326,False,JUST IN: 51 new coronavirus cases in Turkey
2020-03-18 07:00:01+00:00,RT @floeticmusic: No way man made a song about #coronavirusuk and it bangs😂🔥 #COVID19 https://t.co/HxIoVLSobT,mogano_kay,Joburg|Pretoria,LLB Law 📚,355,532,344,False,No way man made a song about #coronavirusuk and it bangs😂🔥 #COVID19 https://t.co/HxIoVLSobT
2020-03-18 07:00:01+00:00,RT @BrettSVergara: I have the Cardi B / Coronavirus meme song stuck in my head and this is the bad place https://t.co/Jv5DNGtDxe,juliaaa_haener,,cheerleader 💙💛 | wms 21’,27,62,93,False,I have the Cardi B / Coronavirus meme song stuck in my head and this is the bad place https://t.co/Jv5DNGtDxe
2020-03-18 07:00:01+00:00,RT @quintanaa_a: Having a family looks like it kinda bangs,thizo__m,North,Midrand starter pack.,2968,667,13651,False,Having a family looks like it kinda bangs https://t.co/Z9pB75C6fk
2020-03-18 07:00:01+00:00,RT @TheRealDrePapi: Most people smile &amp; wave at kids... but here she go being weird,gathu_benson,Kenya,"I dream that one day my dream will go beyond me| #COYG | Rotaractor|

The old Sagittarius 🇰🇪",1111,1020,24289,False,Most people smile &amp; wave at kids... but here she go being weird https://t.co/8xt43qSAua
2020-03-18 07:00:02+00:00,#CcHub funds tech to curb #COVID19 on concerns of an #Africa outbreak https://t.co/c5zhGvzUPL https://t.co/ifVC3f0H4g,alshawafmumin,"Toronto, Ontario","Executive #SaaS #entrepreneur scaling #startups. 2 unicorns #netsuite #eloqua and growing #Tophat.
Love to connect with brilliant minds in the startup community",1883,2159,35277,False,NaN
2020-03-18 07:00:02+00:00,"RT @GMA_Aus: Latest COVID-19 Advice for golf clubs and facilities from @GMA_Aus and @GolfAust, updated 18th March 2020...

https://t.co/dWi…",DavidGallichio,"Melbourne, Victoria","Lucky enough to work in sport, the next best thing to playing it for a living.",147,393,332,False,"Latest COVID-19 Advice for golf clubs and facilities from @GMA_Aus and @GolfAust, updated 18th March 2020...

https://t.co/dWi0F6TL4B https://t.co/D2woCAZzSk"
2020-03-18 07:00:02+00:00,"RT @Reuters: South Korea’s BTS may have canceled their April concert in Seoul over coronavirus fears, but the K-pop group’s fervent fans ar…",world_news_eng,,For All English Users,652,39,351395,False,"South Korea’s BTS may have canceled their April concert in Seoul over coronavirus fears, but the K-pop group’s fervent fans are rallying in small groups and emulating their idols in donating money for coronavirus relief https://t.co/QXDsV59kD7 by @minubak https://t.co/JB0NHBsFfP"
2020-03-18 07:00:02+00:00,"RT @zhangschmidt: Must be like that ""if you don't defend your trademark, you've given up on it"". Still only shows how deep absurd pressures…",ChangKelong,,Traditional Catholic; Dutch-German with East Asian relatives; „Pope Leo X did nothing wrong“; Social Media is just frivolous entertainment,629,5001,27431,False,"Must be like that ""if you don't defend your trademark, you've given up on it"". Still only shows how deep absurd pressures run.
I'm with Naomi on that. https://t.co/ngGSx8noSh"
2020-03-18 07:00:02+00:00,Checknews : https://t.co/ps949lptPu,ILoveMarseille1,Marseille,"Marseillaises et marseillais, donnez à l'AP-HM : https://t.co/yzmvYHGsgs #Marseille Et dimanche, disons stop au RN et à Martine Vassal.",6312,1353,81054,False,NaN
2020-03-18 07:00:02+00:00,"RT @ramprasad_c: Today @realDonaldTrump explained why he called it ""China Virus"". He says he did in response to China claiming that the US…",slc53736650,,,259,338,107381,False,"Today @realDonaldTrump explained why he called it ""China Virus"". He says he did in response to China claiming that the US military gave the virus to them. And he had to call out where it came from."
2020-03-18 07:00:02+00:00,"RT @MBilalLakhani: Imran Khan, at the height of his opposition, came to parliament to give PML-N govt a united front to avoid joining Yemen…",Gulaabjaneman,Torabora,On the giving end. want sum?,110,67,11880,False,"Imran Khan, at the height of his opposition, came to parliament to give PML-N govt a united front to avoid joining Yemen war. Did the same after APS attack.

Disgusting to see opposition parties &amp; their trolls seeking to divide rather than unite 🇵🇰 at time of #coronavirus crisis https://t.co/g3UCsTva9Z"
2020-03-18 07:00:02+00:00,RT @JBreezyII: How about now? https://t.co/qIckcVx1TC,drcitrusjohnson,Probably with Natalie ,UCD Civil Engineering,225,483,11398,False,How about now? https://t.co/1lkPuLu0pJ https://t.co/qIckcVx1TC
2020-03-18 07:00:02+00:00,RT @SavinTheBees: This man will be the one to save us from the COVID-19 https://t.co/esVkiCPieD,_ahlares,,As long as your learning your not failing,323,486,6868,False,This man will be the one to save us from the COVID-19 https://t.co/esVkiCPieD
2020-03-18 07:00:02+00:00,RT @BebeRexha: This is NOT A JOKE. A friend of a friend just died of corona at the age of 45. STAY INSIDE YOUR FUCKIN HOUSE AND DO YOUR CIV…,rex_har_,,"🌹 #LastHurrah #beberexha 
Instagram: rex_har",18,45,504,False,This is NOT A JOKE. A friend of a friend just died of corona at the age of 45. STAY INSIDE YOUR FUCKIN HOUSE AND DO YOUR CIVIC DUTY. PLEASE.
2020-03-18 07:00:02+00:00,"RT @GretaThunberg: Solidarity, science and common sense will get us through any crisis. Let's keep that in mind. #COVID19",EvaAlfredsson,,Tvittrar som forskare. Uppfattningar är mina egna. Mest om hur vi ska ställa om till en ekonomi som stödjer en hållbar utveckling.,188,248,535,False,"Solidarity, science and common sense will get us through any crisis. Let's keep that in mind. #COVID19"
2020-03-18 07:00:02+00:00,Social distancing... https://t.co/IzDcfeli6A,Woratoojinda,"Bangkok, Thailand","My poetry only in Japanese
No translation  [pause] .
Poetry in translations is like 
taking a shower with a raincoat on.
.
.
.
IG ~ hooyin_wora",7,49,507,False,NaN
2020-03-18 07:00:02+00:00,"RT @ChronandEcho: Free coffee for NHS staff, free deliveries for customers, Facebook updates and long days for family business https://t.co…",downloadcoffee,Somewhere drinking coffee,,1106,88,26860,False,"Free coffee for NHS staff, free deliveries for customers, Facebook updates and long days for family business https://t.co/R0HyRH21TC"
2020-03-18 07:00:02+00:00,RT @YourAnonNews: We perfected social distancing in our moms basement over the years,PopARTmerch,Chicago,"There's fuckery afoot.

(I am not the woman in my link, she's my friend though, so buy her merch.)",415,1205,36687,False,We perfected social distancing in our moms basement over the years
2020-03-18 07:00:02+00:00,RT @emtothea: Can't believe the first COVID celebrity death was Vanessa Hudgens' career,owalouis,MA,🇭🇹| SC: kikilouis| @xhannnahx_ IS THE ISH | UMD'20,653,641,44259,False,Can't believe the first COVID celebrity death was Vanessa Hudgens' career
2020-03-18 07:00:02+00:00,RT @emtothea: Can't believe the first COVID celebrity death was Vanessa Hudgens' career,dokkyeoms,SEOKSOONLAND,svt • BSS • got7 • woollim stan,243,167,55877,False,Can't believe the first COVID celebrity death was Vanessa Hudgens' career
2020-03-18 07:00:02+00:00,"RT @charliekirk11: China must be held accountable for the spread of this global pandemic

America has taken a drastic economic hit due to t…",wyatt_vicki,"Highland, CA","Love God, Family and USA! #MAGA!",661,1314,11035,False,"China must be held accountable for the spread of this global pandemic

America has taken a drastic economic hit due to the irresponsible actions of the Chinese Communist Party

It's time for Xi Jinping to pay up:

Forgive US debt

Buy US goods

Bear the financial burden

RT!"
2020-03-18 07:00:02+00:00,I hope my pets don’t be carrying no damn coronavirus.,SaiyanHeath,"Mississippi, USA",I am that 1 out of the universe. Product of a dying breed. #NeverSleep Let me be great,65,282,3695,False,NaN
2020-03-18 07:00:02+00:00,RT @BarackObama: Watch this. It shows why we should all do the right thing and stay home to the fullest extent possible. All of us can help…,dailydoseofBarb,My Zone,"~AFRO-CONSCIOUS
~Yogi
~S•t•r•a•I•g•h•n'•t•🌈
~Visionary•
~I.G- @dazzlingsunshine
No Risk...Pay the cost
                  Know Risk....Reap the reward.",1494,1318,13254,False,"Watch this. It shows why we should all do the right thing and stay home to the fullest extent possible. All of us can help slow the spread of the virus, protecting the elderly, the vulnerable, and each other. https://t.co/FgffQrMVB7"
