created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-22 16:52:54+00:00,RT @GoMcGillMedia: CDC Confirms The First Case Of Coronavirus In The US &gt;&gt;  https://t.co/2tZQ651cVz https://t.co/mRaVQySfUt,justmorganite,"BRONX, NY","MOM, WIFE, EAT HEALTHY, A COUPONISTA & LOVE SAVINGS",305,971,77276,False,CDC Confirms The First Case Of Coronavirus In The US &gt;&gt;  https://t.co/2tZQ651cVz https://t.co/mRaVQySfUt
2020-01-22 16:52:55+00:00,RT @EpochTimesChina: #WuhanCoronavirus: The @CDCgov announced it started “entry screening of passengers on direct and connecting flights fr…,EpochTimes,"New York, USA","An independent, award-winning voice in print & online. Integrity & truthfulness in reporting. Email Sign up: https://t.co/OovwXvDr5L",206777,97,153175,True,#WuhanCoronavirus: The @CDCgov announced it started “entry screening of passengers on direct and connecting flights from Wuhan China to the three main ports of entry in the United States” starting Jan. 17. https://t.co/j1EIPikuCk
2020-01-22 16:53:05+00:00,"There's a ""new"" virus spreading in China and Asia, called Wuhan Coronavirus.  The first case of Coronavirus was reported in Washington State on Tuesday.  The best prevention is hand washing and good hygiene.

#WuhanCoronavirus 

https://t.co/Av0QB3MWPn",AlliedPhysGroup,"New York, USA",Allied Physicians Group is comprised of more than 150 physicians who provide patient-centered care and collaborate on their best practices. #AlliedCares,222,182,566,False,NaN
2020-01-22 16:53:05+00:00,"RT @LynnSmithTV: Deadly virus from China: CDC doc says, right now, most Americans need to be aware but not scared.

Coronavirus explained:…",Sheridon45,"Las Vegas, NV","I have over Three years’ experience as a United States Army Infantryman being stationed at Ft. Benning (GA), Camp Hovey (Korea) and Ft. Stewart (GA).",212,999,36890,False,"Deadly virus from China: CDC doc says, right now, most Americans need to be aware but not scared.

Coronavirus explained: https://t.co/bp4TPGJFHK https://t.co/VDVbTRxAOv"
2020-01-22 16:53:07+00:00,"RT @CDCEnvironment: Prevent #COpoisoning. Never run gas-powered generators in the home. Place them outside, at least 20 feet away. https://…",MononaCoEnviron,"Onawa, Iowa",Monona County Zoning & Environmental Health,61,121,1624,False,"Prevent #COpoisoning. Never run gas-powered generators in the home. Place them outside, at least 20 feet away. https://t.co/WXwbUOOc5D 

#WednesdayWisdom #WinterSafety https://t.co/vBVweoYHRo"
2020-01-22 16:53:30+00:00,RT @cmyeaton: The journal China CDC Weekly has published an outbreak report of early outbreak findings https://t.co/VeBYwlB0nl,hayesluk,Hong Kong,"Studying on coronaviruses. Post-doctoral fellow in Dept. of Microbiology, University of Hong Kong. @hkuniversity Views are on my own 🇭🇰",2744,866,958,False,The journal China CDC Weekly has published an outbreak report of early outbreak findings https://t.co/VeBYwlB0nl
2020-01-22 16:53:32+00:00,"@speakingabtpain We can also thank Medboards CDC and DEAth squads too. They threatened doctors with prison, bankruptcy, loss of license unless they did forced tapers on CPPs!     https://t.co/97aL8rxB9O",MichaelNey19,"Wisconsin, USA",CPP Advocate from WI. Expose the physicians that are having an adverse impact on CPPs lives. #opioids #opioidcrisis #opioidhysteria,792,709,4024,False,NaN
2020-01-22 16:53:38+00:00,RT @libertynation: JUST IN: Chinese health officials confirm at least 17 people are dead from the #WuhanCoronavirus and there are about 500…,BNichollso,"Minneapolis, MN",Writer/Avid Reader & Analyst. (Honestly I mostly just state the obvious.) Mom of 2 girls & proud wife of a college bound former military husband!,271,394,58393,False,JUST IN: Chinese health officials confirm at least 17 people are dead from the #WuhanCoronavirus and there are about 500 confirmed cases. The CDC announced that there has been one case detected in the United States.
2020-01-22 16:53:49+00:00,RT @cmyeaton: The journal China CDC Weekly has published an outbreak report of early outbreak findings https://t.co/VeBYwlB0nl,jLewnard,"Berkeley, CA",Assistant professor of epidemiology @UCBerkeleySPH interested in infectious diseases and vaccines,935,415,1119,False,The journal China CDC Weekly has published an outbreak report of early outbreak findings https://t.co/VeBYwlB0nl
2020-01-22 16:53:49+00:00,RT @EpochTimesChina: #WuhanCoronavirus: The @CDCgov announced it started “entry screening of passengers on direct and connecting flights fr…,JGurath,,"Soli Deo Gloria, I’m a Federal-National Christian Constitutionalist Mincharo-Republiconservatarian #KAG #Trump2020 #GrandSolarMinimum #GenZ He/Duh/Him✝️♏️",44,270,1521,False,#WuhanCoronavirus: The @CDCgov announced it started “entry screening of passengers on direct and connecting flights from Wuhan China to the three main ports of entry in the United States” starting Jan. 17. https://t.co/j1EIPikuCk
